fiscalYear,relId,periodId,grantId,metric,size,CIK,participantid,grantDate,startDate,endDate,companyName,percentVest,value,currentCEO,Detail_cleaned,AwardType_x,AwardType_y,awardType,outcome,payoutStructure
2007,76052,1.0,193653,,184072.0,921082,17145.0,2007-03-02,2007-01-02,2010-01-02,Highwoods Properties INC,1.0,184072.0,1.0,,rsu,rsu,Stock Award,,
2007,16590,1.0,193695,EPS,669600.0,48039,2256.0,2007-01-01,2007-01-01,2008-01-01,Hollyfrontier Corporation,1.0,669600.0,1.0,,cashShort,cashShort,Cash Award,,
2007,16591,1.0,193695,ROI,669600.0,48039,2256.0,2007-01-01,2007-01-01,2008-01-01,Hollyfrontier Corporation,1.0,669600.0,1.0,,cashShort,cashShort,Cash Award,,
2007,16592,1.0,193695,ROA,669600.0,48039,2256.0,2007-01-01,2007-01-01,2008-01-01,Hollyfrontier Corporation,1.0,669600.0,1.0,,cashShort,cashShort,Cash Award,,
2010,39747,1.0,193907,,877133.5,743316,126036.0,2010-09-07,2010-09-07,2011-09-07,Maxim Integrated Products INC,0.5,1754267.0,1.0,,cashShort,cashShort,Cash Award,,
2009,51595,1.0,194067,,163641.0,921082,17145.0,2009-03-01,2009-01-01,2012-01-01,Highwoods Properties INC,0.5,327282.0,1.0,,rsu,rsu,Stock Award,,
2005,42390,1.0,194231,,-4999.5,1051717,5021084.0,2005-01-01,2005-01-01,2006-01-01,Amerus Group Co /IA,0.5,-9999.0,1.0,,rsu,rsu,Stock Award,,
2005,42390,2.0,194231,,-4999.5,1051717,5021084.0,2005-01-01,2006-01-01,2007-01-01,Amerus Group Co /IA,0.5,-9999.0,1.0,,rsu,rsu,Stock Award,,
2005,42390,3.0,194231,,-4999.5,1051717,5021084.0,2005-01-01,2007-01-01,2008-01-01,Amerus Group Co /IA,0.5,-9999.0,1.0,,rsu,rsu,Stock Award,,
2008,71195,1.0,194320,Sales,175000.0,743988,46349.0,2008-04-30,2008-03-30,2009-03-30,Xilinx INC,0.25,700000.0,1.0,,cashShort,cashShort,Cash Award,,
1998,65553,1.0,194328,,-4999.5,842662,5068076.0,1998-01-01,1998-01-01,2001-01-01,York International CORP /DE,0.5,-9999.0,1.0,,rsu,rsu,Stock Award,,
2007,65786,1.0,195027,Other,1500000.0,884887,33184.0,2007-01-01,2007-01-01,2008-01-01,Royal Caribbean Cruises LTD,1.0,1500000.0,1.0,,cashShort,cashShort,Cash Award,,
2006,75254,1.0,196558,,1920000.0,790816,9469.0,2006-08-28,2006-07-28,2009-07-28,Brandywine Realty Trust,1.0,1920000.0,1.0,,rsu,rsu,Stock Award,,
2007,82216,1.0,196661,,0.0,1317630,77886.0,2007-01-01,2007-01-01,2008-01-01,Itc Holdings CORP,0.0,725000.0,1.0,,cashShort,cashShort,Cash Award,,
2008,74301,1.0,197666,,323050.80000000005,1063761,1707.0,2008-02-28,2007-12-28,2008-12-28,Simon Property Group INC,0.2,1615254.0,1.0,,rsu,rsu,Stock Award,,
2008,74302,1.0,197666,,323050.80000000005,1063761,1707.0,2008-02-28,2007-12-28,2008-12-28,Simon Property Group INC,0.2,1615254.0,1.0,,rsu,rsu,Stock Award,,
2008,75043,1.0,198353,,4200000.0,68505,16404.0,2008-01-01,2008-01-01,2011-01-01,Motorola Solutions INC,1.0,4200000.0,1.0,,cashLong,cashLong,Cash Award,,
2009,39293,1.0,200338,Sales,140000.0,743988,46349.0,2009-01-01,2009-01-01,2009-07-01,Xilinx INC,0.2,700000.0,1.0,,cashShort,cashShort,Cash Award,,
2009,39293,2.0,200338,Sales,140000.0,743988,46349.0,2009-01-01,2009-07-01,2010-01-01,Xilinx INC,0.2,700000.0,1.0,,cashShort,cashShort,Cash Award,,
2009,53031,1.0,201417,,3960060.0,1137411,22473.0,2008-11-21,2008-09-21,2011-09-21,Rockwell Collins INC,1.0,3960060.0,1.0,,rsu,rsu,Stock Award,,
2010,53047,1.0,201445,,1242534.0,1137411,22473.0,2009-11-20,2009-09-20,2012-09-20,Rockwell Collins INC,1.0,1242534.0,1.0,,rsu,rsu,Stock Award,,
2008,45538,1.0,201451,,0.0,1137411,22473.0,2007-11-13,2007-10-13,2010-10-13,Rockwell Collins INC,0.0,1500031.0,1.0,,rsu,rsu,Stock Award,,
2007,9404,1.0,201456,,0.0,1137411,22473.0,2006-11-09,2006-10-09,2009-10-09,Rockwell Collins INC,0.0,600000.0,1.0,,cashLong,cashLong,Cash Award,,
2007,45510,1.0,201457,,0.0,1137411,22473.0,2006-11-09,2006-10-09,2009-10-09,Rockwell Collins INC,0.0,600051.0,1.0,,rsu,rsu,Stock Award,,
2010,88118,1.0,201483,Sales,1777500.0,16732,15955.0,2009-05-28,2009-07-28,2010-07-28,Campbell Soup CO,1.0,1777500.0,1.0,,cashShort,cashShort,Cash Award,,
2010,88119,1.0,201483,Earnings,1777500.0,16732,15955.0,2009-05-28,2009-07-28,2010-07-28,Campbell Soup CO,1.0,1777500.0,1.0,,cashShort,cashShort,Cash Award,,
2010,83958,1.0,201516,Sales,872375.4,76334,20257.0,2011-01-26,2010-12-26,2013-12-26,Parker-hannifin Corporation,0.2,4361877.0,1.0,,rsu,rsu,Stock Award,,
2010,83959,1.0,201516,EPS,1744750.8,76334,20257.0,2011-01-26,2010-12-26,2013-12-26,Parker-hannifin Corporation,0.4,4361877.0,1.0,,rsu,rsu,Stock Award,,
2010,83960,1.0,201516,ROIC,1744750.8,76334,20257.0,2011-01-26,2010-12-26,2013-12-26,Parker-hannifin Corporation,0.4,4361877.0,1.0,,rsu,rsu,Stock Award,,
2009,60368,1.0,201916,,5173.5,701221,138224.0,2009-02-01,2009-01-01,2012-01-01,Cigna Corporation,0.5,10347.0,1.0,,unitCash,unitCash,Cash Award,,
2009,57545,1.0,201933,,436677.0,921112,27830.0,2009-03-18,2009-03-18,2012-03-18,Liberty Property Trust,0.5,873354.0,1.0,,rsu,rsu,Stock Award,,
2007,76825,1.0,201949,,1663500.0,703351,14079.0,2007-08-30,2007-06-30,2010-06-30,Brinker International INC,1.0,1663500.0,1.0,,rsu,rsu,Stock Award,,
2008,10049,1.0,201984,,1135500.0,703351,14079.0,2008-08-28,2008-06-28,2011-06-28,Brinker International INC,1.0,1135500.0,1.0,,rsu,rsu,Stock Award,,
2009,76183,1.0,202017,,505500.0,703351,14079.0,2009-08-27,2009-06-27,2012-06-27,Brinker International INC,1.0,505500.0,1.0,,rsu,rsu,Stock Award,,
2005,74573,1.0,202385,EBT,-9999.0,319201,25314.0,2005-01-01,2005-01-01,2006-01-01,Kla Tencor CORP,1.0,-9999.0,1.0,,cashLong,cashLong,Cash Award,,
2005,74574,1.0,202385,Sales,-9999.0,319201,25314.0,2005-01-01,2005-01-01,2006-01-01,Kla Tencor CORP,1.0,-9999.0,1.0,,cashLong,cashLong,Cash Award,,
2008,45877,1.0,202419,Sales,521718.75,1087423,113471.0,2008-05-27,2008-02-27,2009-02-27,Red Hat INC,0.125,4173750.0,1.0,,rsu,rsu,Stock Award,,
2008,45877,2.0,202419,Sales,521718.75,1087423,113471.0,2008-05-27,2008-02-27,2010-02-27,Red Hat INC,0.125,4173750.0,1.0,,rsu,rsu,Stock Award,,
2008,45877,3.0,202419,Sales,1043437.5,1087423,113471.0,2008-05-27,2008-02-27,2011-02-27,Red Hat INC,0.25,4173750.0,1.0,,rsu,rsu,Stock Award,,
2008,45878,1.0,202419,Operating Income,521718.75,1087423,113471.0,2008-05-27,2007-09-27,2008-09-27,Red Hat INC,0.125,4173750.0,1.0,,rsu,rsu,Stock Award,,
2008,45878,2.0,202419,Operating Income,521718.75,1087423,113471.0,2008-05-27,2007-09-27,2009-09-27,Red Hat INC,0.125,4173750.0,1.0,,rsu,rsu,Stock Award,,
2008,45878,3.0,202419,Operating Income,1043437.5,1087423,113471.0,2008-05-27,2007-09-27,2010-09-27,Red Hat INC,0.25,4173750.0,1.0,,rsu,rsu,Stock Award,,
2010,75264,1.0,202421,,852677.0,33213,23474.0,2010-01-01,2010-01-01,2013-01-01,Eqt Corporation,1.0,852677.0,1.0,,rsu,rsu,Stock Award,,
2010,75245,1.0,202436,,1171755.0,33213,23474.0,2010-07-01,2010-07-01,2013-01-01,Eqt Corporation,1.0,1171755.0,1.0,,rsu,rsu,Stock Award,,
2007,74587,1.0,202562,Sales,700000.0,319201,25314.0,2007-01-01,2007-01-01,2008-01-01,Kla Tencor CORP,1.0,700000.0,1.0,,cashShort,cashShort,Cash Award,,
2008,75866,1.0,202575,Sales,661500.0,319201,25314.0,2008-01-01,2008-01-01,2009-01-01,Kla Tencor CORP,1.0,661500.0,1.0,,cashShort,cashShort,Cash Award,,
2010,75605,1.0,202640,EPS,96164.4,350563,15420.0,2010-02-03,2010-01-03,2011-01-03,Teco Energy INC,0.2,480822.0,1.0,,cashShort,cashShort,Cash Award,,
2010,75606,1.0,202640,ROE,96164.4,350563,15420.0,2010-02-03,2010-01-03,2011-01-03,Teco Energy INC,0.2,480822.0,1.0,,cashShort,cashShort,Cash Award,,
2008,76283,1.0,202716,,3075729.0,78003,93311.0,2008-02-28,2007-12-28,2010-12-28,Pfizer INC,1.0,3075729.0,1.0,,rsu,rsu,Stock Award,,
2010,10659,1.0,202723,ROE,2500000.0,36104,76711.0,2010-02-16,2009-12-16,2010-12-16,Us Bancorp,1.0,2500000.0,1.0,,rsu,rsu,Stock Award,,
2010,46326,1.0,202807,,1200000.0,63754,30241.0,2010-01-01,2010-01-01,2013-01-01,Mccormick & Company Incorporated,1.0,1200000.0,1.0,,cashLong,cashLong,Cash Award,,
2010,47049,1.0,202832,Other,1412154.5,875159,18438.0,2010-02-28,2009-12-28,2012-12-28,Xl Group LTD,0.5,2824309.0,1.0,,rsu,rsu,Stock Award,,
2009,75667,1.0,202946,,1334000.0,7332,139895.0,2009-01-01,2009-01-01,2012-01-01,Southwestern Energy Company,1.0,1334000.0,1.0,,unitCash,unitCash,Cash Award,,
2009,75668,1.0,202946,Other,1334000.0,7332,139895.0,2009-01-01,2009-01-01,2012-01-01,Southwestern Energy Company,1.0,1334000.0,1.0,,unitCash,unitCash,Cash Award,,
2010,75590,1.0,202969,,2750000.0,936468,18859.0,2010-02-01,2010-01-01,2013-01-01,Lockheed Martin Corporation,0.5,5500000.0,1.0,,cashLong,cashLong,Cash Award,,
2010,47350,1.0,202997,Sales,300000.0,73309,19925.0,2010-01-01,2010-01-01,2011-01-01,Nucor Corporation,0.25,1200000.0,1.0,,cashShort,cashShort,Cash Award,,
2007,45004,1.0,203032,,103487.85,46765,302.0,2007-01-01,2007-01-01,2008-01-01,Helmerich & Payne INC,0.225,459946.0,1.0,,cashShort,cashShort,Cash Award,,
2010,73419,1.0,203089,,500000.0,46765,302.0,2010-01-01,2010-01-01,2011-01-01,Helmerich & Payne INC,1.0,500000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,73420,1.0,203089,,500000.0,46765,302.0,2010-01-01,2010-01-01,2011-01-01,Helmerich & Payne INC,1.0,500000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,73421,1.0,203089,Other,500000.0,46765,302.0,2010-01-01,2010-01-01,2011-01-01,Helmerich & Payne INC,1.0,500000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,73422,1.0,203089,Other,500000.0,46765,302.0,2010-01-01,2010-01-01,2011-01-01,Helmerich & Payne INC,1.0,500000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,88466,1.0,203089,Other,500000.0,46765,302.0,2010-01-01,2010-01-01,2011-01-01,Helmerich & Payne INC,1.0,500000.0,1.0,,cashShort,cashShort,Cash Award,,
2007,69528,1.0,203147,,2776000.0,200406,18658.0,2007-02-12,2007-01-12,2008-01-12,Johnson & Johnson,1.0,2776000.0,1.0,,cashShort,cashShort,Cash Award,,
2007,69529,1.0,203147,EPS,2776000.0,200406,18658.0,2007-02-12,2007-01-12,2008-01-12,Johnson & Johnson,1.0,2776000.0,1.0,,cashShort,cashShort,Cash Award,,
2009,11260,1.0,203150,,1327593.0,1021635,94803.0,2009-02-12,2009-01-12,2012-01-12,Oge Energy CORP,0.75,1770124.0,1.0,,rsu,rsu,Stock Award,,
2010,11273,1.0,203181,Profit Margin,1193790.0,795266,172333.0,2010-10-07,2010-12-07,2011-12-07,Kb Home,1.0,1193790.0,1.0,,Option,Option,Option Award,,
2010,11273,2.0,203181,Profit Margin,1193790.0,795266,172333.0,2010-10-07,2011-12-07,2012-12-07,Kb Home,1.0,1193790.0,1.0,,Option,Option,Option Award,,
2010,11273,3.0,203181,Profit Margin,1193790.0,795266,172333.0,2010-10-07,2012-12-07,2013-12-07,Kb Home,1.0,1193790.0,1.0,,Option,Option,Option Award,,
2010,11273,4.0,203181,Profit Margin,596895.0,795266,172333.0,2010-10-07,2010-12-07,2013-12-07,Kb Home,0.5,1193790.0,1.0,,Option,Option,Option Award,,
2010,52340,1.0,203181,Other,1193790.0,795266,172333.0,2010-10-07,2010-12-07,2011-12-07,Kb Home,1.0,1193790.0,1.0,,Option,Option,Option Award,,
2010,52340,2.0,203181,Other,1193790.0,795266,172333.0,2010-10-07,2011-12-07,2012-12-07,Kb Home,1.0,1193790.0,1.0,,Option,Option,Option Award,,
2010,52340,3.0,203181,Other,1193790.0,795266,172333.0,2010-10-07,2012-12-07,2013-12-07,Kb Home,1.0,1193790.0,1.0,,Option,Option,Option Award,,
2010,52340,4.0,203181,Other,596895.0,795266,172333.0,2010-10-07,2010-12-07,2013-12-07,Kb Home,0.5,1193790.0,1.0,,Option,Option,Option Award,,
2010,73182,1.0,203200,,2976000.0,200406,18658.0,2010-02-08,2008-01-08,2011-01-08,Johnson & Johnson,1.0,2976000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,73182,2.0,203200,,2976000.0,200406,18658.0,2010-02-08,2006-01-08,2011-01-08,Johnson & Johnson,1.0,2976000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,73183,1.0,203200,,2976000.0,200406,18658.0,2010-02-08,2008-01-08,2011-01-08,Johnson & Johnson,1.0,2976000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,73183,2.0,203200,,2976000.0,200406,18658.0,2010-02-08,2006-01-08,2011-01-08,Johnson & Johnson,1.0,2976000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,73184,1.0,203200,,2976000.0,200406,18658.0,2010-02-08,2008-01-08,2011-01-08,Johnson & Johnson,1.0,2976000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,73184,2.0,203200,,2976000.0,200406,18658.0,2010-02-08,2006-01-08,2011-01-08,Johnson & Johnson,1.0,2976000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,73185,1.0,203200,,2976000.0,200406,18658.0,2010-02-08,2008-01-08,2011-01-08,Johnson & Johnson,1.0,2976000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,73185,2.0,203200,,2976000.0,200406,18658.0,2010-02-08,2006-01-08,2011-01-08,Johnson & Johnson,1.0,2976000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,64516,1.0,203217,Other,1517250.0,884905,74034.0,2010-01-01,2010-01-01,2011-01-01,Linde Plc(1),1.0,1517250.0,1.0,,cashShort,cashShort,Cash Award,,
2010,64080,1.0,203225,EPS,3087000.0,884905,74034.0,2010-02-23,2009-12-23,2012-12-23,Linde Plc(1),1.0,3087000.0,1.0,,rsu,rsu,Stock Award,,
2007,40068,1.0,203251,ROIC,345000.0,775158,2533.0,2007-09-17,2007-09-17,2008-09-17,Oshkosh Corporation,0.3,1150000.0,1.0,,cashShort,cashShort,Cash Award,,
2006,11578,1.0,203338,,,915912,18959.0,2006-02-09,2006-01-09,2007-01-09,Avalonbay Communities INC,0.5,,1.0,,rsu,rsu,Stock Award,,
2006,11579,1.0,203338,FFO,,915912,18959.0,2006-02-09,2006-01-09,2007-01-09,Avalonbay Communities INC,0.2,,1.0,,rsu,rsu,Stock Award,,
2010,48608,1.0,203349,,3426495.0,101829,73201.0,2010-01-04,2010-01-04,2013-01-04,Raytheon Technologies CORP,0.5,6852990.0,1.0,,rsu,rsu,Stock Award,,
2010,49760,1.0,203462,FFO,424549.125,915912,18959.0,2010-02-11,2010-01-11,2011-01-11,Avalonbay Communities INC,0.4125,1029210.0,1.0,,cashShort,cashShort,Cash Award,,
2007,49075,1.0,203463,,5800030.0,833444,10032.0,2007-07-02,2007-07-02,2010-07-02,Johnson Controls International Plc,1.0,5800030.0,1.0,,rsu,rsu,Stock Award,,
2010,76735,1.0,203510,,4419090.0,833444,10032.0,2009-10-01,2009-10-01,2012-10-01,Johnson Controls International Plc,1.0,4419090.0,1.0,,rsu,rsu,Stock Award,,
2010,64119,1.0,203547,,932899.0,93556,36961.0,2010-07-15,2010-06-15,2012-12-15,Stanley Black & Decker INC,0.25,3731596.0,1.0,,rsu,rsu,Stock Award,,
2010,64761,1.0,203567,,784228.0,217346,138120.0,2010-03-01,2010-01-01,2013-01-01,Textron INC,1.0,784228.0,1.0,,rsu,rsu,Stock Award,,
2008,50364,1.0,203600,,559776.0,743316,126036.0,2008-01-01,2008-01-01,2009-01-01,Maxim Integrated Products INC,1.0,559776.0,1.0,,cashShort,cashShort,Cash Award,,
2010,75342,1.0,203634,ROE,1350000.0,85974,137828.0,2010-02-24,2007-12-24,2010-12-24,Ryland Group INC,1.0,1350000.0,1.0,,cashLong,cashLong,Cash Award,,
2010,74572,1.0,203783,,1000865.5,47111,37696.0,2010-02-23,2009-12-23,2012-12-23,The Hershey Company,0.5,2001731.0,1.0,,rsu,rsu,Stock Award,,
2010,48026,1.0,203794,,155784.6,22356,1079.0,2010-02-05,2010-01-05,2011-01-05,Commerce Bancshares INC,0.2,778923.0,1.0,,cashShort,cashShort,Cash Award,,
2010,69342,1.0,203919,Earnings,2100000.0,50863,12276.0,2010-01-01,2010-01-01,2011-01-01,Intel Corporation,0.5,4200000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,88688,1.0,203919,Earnings,2100000.0,50863,12276.0,2010-01-01,2010-01-01,2011-01-01,Intel Corporation,0.5,4200000.0,1.0,,cashShort,cashShort,Cash Award,,
2009,12213,1.0,203929,,1997444.0,97745,26649.0,2009-11-21,2009-10-21,2019-11-21,Thermo Fisher Scientific INC,1.0,1997444.0,1.0,,Option,Option,Option Award,,
2010,87651,1.0,203931,Sales,345000.0,97745,26649.0,2010-02-25,2009-12-25,2010-12-25,Thermo Fisher Scientific INC,0.3,1150000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,48239,1.0,203965,,4010040.0,915389,23159.0,2010-01-01,2010-01-01,2013-01-01,Eastman Chemical Company,1.0,4010040.0,1.0,,rsu,rsu,Stock Award,,
2010,51039,1.0,203966,,1439884.0,811156,140245.0,2010-08-04,2010-08-04,2013-08-04,Cms Energy Corporation,1.0,1439884.0,1.0,,rsu,rsu,Stock Award,,
2010,49121,1.0,204052,,336705.3261,8818,17868.0,2010-02-26,2010-02-26,2013-02-26,Avery Dennison Corporation,0.3333,1010217.0,1.0,,rsu,rsu,Stock Award,,
2010,57328,1.0,204165,Sales,1430000.0,885639,14414.0,2010-01-01,2010-01-01,2011-01-01,Kohls Corporation,1.0,1430000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,57329,1.0,204165,Other,1430000.0,885639,14414.0,2010-01-01,2010-01-01,2011-01-01,Kohls Corporation,1.0,1430000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,57330,1.0,204165,Profit Margin,1430000.0,885639,14414.0,2010-01-01,2010-01-01,2011-01-01,Kohls Corporation,1.0,1430000.0,1.0,,cashShort,cashShort,Cash Award,,
2009,74638,1.0,204171,,388987.2,354707,21021.0,2009-02-20,2008-12-20,2011-12-20,Hawaiian Electric Industries INC,0.6,648312.0,1.0,,cashLong,cashLong,Cash Award,,
2010,12549,1.0,204210,,590251.5,354707,21021.0,2010-02-08,2010-01-08,2013-01-08,Hawaiian Electric Industries INC,0.5,1180503.0,1.0,,rsu,rsu,Stock Award,,
2010,49284,1.0,204346,,2310760.5,1103982,93720.0,2010-01-04,2010-01-04,2012-10-04,Mondelez International INC,0.5,4621521.0,1.0,,rsu,rsu,Stock Award,,
2006,49450,1.0,204475,,1400000.0,820027,16717.0,2006-01-26,2005-12-26,2008-12-26,Ameriprise Financial INC,1.0,1400000.0,1.0,,cashLong,cashLong,Cash Award,,
2010,69374,1.0,204618,Sales,1796040.0,790070,15597.0,2010-02-04,2010-01-04,2011-01-04,Emc CORP,0.4,4490100.0,1.0,,rsu,rsu,Stock Award,,
2010,69375,1.0,204618,EPS,2694060.0,790070,15597.0,2010-02-04,2010-01-04,2011-01-04,Emc CORP,0.6,4490100.0,1.0,,rsu,rsu,Stock Award,,
2010,60833,1.0,204619,Sales,356393.60000000003,790070,15597.0,2010-02-04,2010-01-04,2011-01-04,Emc CORP,0.4,890984.0,1.0,,Option,Option,Option Award,,
2010,60834,1.0,204619,EPS,534590.4,790070,15597.0,2010-02-04,2010-01-04,2011-01-04,Emc CORP,0.6,890984.0,1.0,,Option,Option,Option Award,,
2009,75681,1.0,204723,,575640.0,743316,126036.0,2009-01-01,2009-01-01,2010-01-01,Maxim Integrated Products INC,0.5,1151280.0,1.0,,cashShort,cashShort,Cash Award,,
2010,50000,1.0,204965,,675877.5,314808,19455.0,2010-03-01,2010-01-01,2013-01-01,Ensco Plc,0.5,1351755.0,1.0,,rsu,rsu,Stock Award,,
2010,50001,1.0,204965,ROIC,337938.75,314808,19455.0,2010-03-01,2010-01-01,2013-01-01,Ensco Plc,0.25,1351755.0,1.0,,rsu,rsu,Stock Award,,
2010,60239,1.0,204966,FFO,8964.0,906345,8555.0,2010-01-25,2009-12-25,2010-12-25,Camden Property Trust,0.083,108000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,60240,1.0,204966,,16200.0,906345,8555.0,2010-01-25,2009-12-25,2010-12-25,Camden Property Trust,0.15,108000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,60241,1.0,204966,Sales,7236.0,906345,8555.0,2010-01-25,2009-12-25,2010-12-25,Camden Property Trust,0.067,108000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,50233,1.0,205121,,137168.19139999998,1410636,18815.0,2010-08-27,2009-12-27,2012-12-27,American Water Works Company INC,0.6667,205742.0,1.0,,rsu,rsu,Stock Award,,
2010,50232,1.0,205122,,51440.571899999995,1410636,18815.0,2010-08-27,2009-12-27,2012-12-27,American Water Works Company INC,0.6667,77157.0,1.0,,rsu,rsu,Stock Award,,
2010,50235,1.0,205123,,17146.8573,1410636,18815.0,2010-08-27,2009-12-27,2012-12-27,American Water Works Company INC,0.6667,25719.0,1.0,,rsu,rsu,Stock Award,,
2010,87733,1.0,205155,Other,76500.0,936340,128337.0,2010-01-01,2010-01-01,2011-01-01,Dte Energy Company,0.09,850000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,87734,1.0,205155,Other,127500.0,936340,128337.0,2010-01-01,2010-01-01,2011-01-01,Dte Energy Company,0.15,850000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,87734,2.0,205155,Other,42500.0,936340,128337.0,2010-01-01,2010-01-01,2011-01-01,Dte Energy Company,0.05,850000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,49141,1.0,205156,,505425.0,936340,128337.0,2010-02-25,2009-12-25,2012-12-25,Dte Energy Company,0.5,1010850.0,1.0,,rsu,rsu,Stock Award,,
2010,13140,1.0,205203,,113100.0,355429,6171.0,2010-02-26,2009-12-26,2010-12-26,Protective Life CORP,0.1,1131000.0,1.0,,cashShort,cashShort,Cash Award,,
2006,76281,1.0,205251,,1440000.0,46640,2024.0,2006-06-13,2006-05-13,2008-05-13,Heinz H J CO,0.5,2880000.0,1.0,,cashLong,cashLong,Cash Award,,
2010,75300,1.0,205318,Profit Margin,975000.0,75677,159921.0,2010-01-01,2010-01-01,2011-01-01,Packaging CORP Of America,1.0,975000.0,1.0,,cashShort,cashShort,Cash Award,,
2010,44880,1.0,205380,,504709.0,9389,5869.0,2010-01-01,2010-01-01,2013-01-01,Ball Corporation,0.5,1009418.0,1.0,,cashLong,cashLong,Cash Award,,
2010,50249,1.0,205396,ROI,4189728.0,731939,116068.0,2010-05-07,2010-01-07,2013-01-07,Temple Inland INC,1.0,4189728.0,1.0,,rsu,rsu,Stock Award,,
2010,13384,1.0,205534,,1999995.0,874016,118166.0,2010-01-26,2009-12-26,2012-12-26,Jones Group INC,0.5,3999990.0,1.0,,rsu,rsu,Stock Award,,
2007,44889,1.0,205591,Sales,0.0,836106,1736.0,2007-12-14,2008-01-14,2011-01-14,Novellus Systems INC,0.0,910350.0,1.0,,rsu,rsu,Stock Award,,
2010,57366,1.0,205641,ROIC,3200000.0,45012,12148.0,2010-01-01,2010-01-01,2013-01-01,Halliburton Company,1.0,3200000.0,1.0,,unitCash,unitCash,Cash Award,,
2005,70158,1.0,206316,ROIC,-9999.0,4281,124012.0,2005-01-01,2005-01-01,2006-01-01,Howmet Aerospace INC,1.0,-9999.0,1.0,,rsu,rsu,Stock Award,,
2000,63089,1.0,206833,ROE,296629.0,1021635,4765.0,2000-01-01,2001-01-01,2004-01-01,Oge Energy CORP,1.0,296629.0,1.0,,rsu,rsu,Stock Award,,
2010,39012,1.0,206852,Other,38625.0,70145,87528.0,2009-12-23,2009-09-23,2010-09-23,National Fuel Gas Company,0.05,772500.0,1.0,,cashShort,cashShort,Cash Award,,
2010,13920,1.0,207026,,1730917.0,754737,1184.0,2010-02-11,2010-01-11,2011-01-11,Scana Corporation,0.5,3461834.0,1.0,,rsu,rsu,Stock Award,,
2010,13920,2.0,207026,,1730917.0,754737,1184.0,2010-02-11,2011-01-11,2012-01-11,Scana Corporation,0.5,3461834.0,1.0,,rsu,rsu,Stock Award,,
2010,13920,3.0,207026,,1730917.0,754737,1184.0,2010-02-11,2012-01-11,2013-01-11,Scana Corporation,0.5,3461834.0,1.0,,rsu,rsu,Stock Award,,
2009,20252,1.0,207314,,,51253,161625.0,2009-05-15,2008-12-15,2009-12-15,International Flavors & Fragrances INC,0.125,,1.0,,rsu,rsu,Stock Award,,
2009,20252,2.0,207314,,,51253,161625.0,2009-05-15,2009-12-15,2010-12-15,International Flavors & Fragrances INC,0.125,,1.0,,rsu,rsu,Stock Award,,
2009,20252,3.0,207314,,,51253,161625.0,2009-05-15,2010-12-15,2011-12-15,International Flavors & Fragrances INC,0.125,,1.0,,rsu,rsu,Stock Award,,
2009,20252,4.0,207314,,,51253,161625.0,2009-05-15,2008-12-15,2011-12-15,International Flavors & Fragrances INC,0.25,,1.0,,rsu,rsu,Stock Award,,
2010,14080,1.0,207369,,116484.875,51253,52380.0,2010-03-08,2010-01-08,2011-01-08,International Flavors & Fragrances INC,0.125,931879.0,1.0,,rsu,rsu,Stock Award,,
2010,14080,2.0,207369,,116484.875,51253,52380.0,2010-03-08,2011-01-08,2012-01-08,International Flavors & Fragrances INC,0.125,931879.0,1.0,,rsu,rsu,Stock Award,,
2010,14080,3.0,207369,,116484.875,51253,52380.0,2010-03-08,2012-01-08,2013-01-08,International Flavors & Fragrances INC,0.125,931879.0,1.0,,rsu,rsu,Stock Award,,
2010,14080,4.0,207369,,232969.75,51253,52380.0,2010-03-08,2010-01-08,2013-01-08,International Flavors & Fragrances INC,0.25,931879.0,1.0,,rsu,rsu,Stock Award,,
2010,14097,1.0,207387,,118379.0,51253,52380.0,2010-03-08,2010-01-08,2011-01-08,International Flavors & Fragrances INC,0.125,947032.0,1.0,,cashLong,cashLong,Cash Award,,
2010,14097,2.0,207387,,118379.0,51253,52380.0,2010-03-08,2011-01-08,2012-01-08,International Flavors & Fragrances INC,0.125,947032.0,1.0,,cashLong,cashLong,Cash Award,,
