fiscalYear,relId,periodId,grantId,metric,size,CIK,participantid,grantDate,startDate,endDate,companyName,percentVest,value,currentCEO,Detail_cleaned,AwardType_x,AwardType_y,awardType,outcome,payoutStructure
2006,55510,1.0,32,Other,1332500.0,884887,33184.0,2006-01-01,2006-01-01,2007-01-01,Royal Caribbean Cruises LTD,1.0,1332500.0,1.0,,cashShort,cashShort,Cash Award,,
2007,43385,1.0,51,,999994.0,1134538,155360.0,2007-01-01,2006-09-01,2009-09-01,Accenture LTD,0.25,3999976.0,1.0,,rsu,rsu,Stock Award,,
2006,45143,1.0,1591,,30468.75,895663,97085.0,2006-01-01,2006-01-01,2007-01-01,Global Industries LTD,0.25,121875.0,1.0,,cashShort,cashShort,Cash Award,,
2006,89176,1.0,1594,,164600.0,895663,97085.0,2006-11-01,2006-01-01,2009-01-01,Global Industries LTD,0.5,329200.0,1.0,,rsu,rsu,Stock Award,,
2006,63585,1.0,1852,Vague,291150.0,48039,2256.0,2006-02-16,2005-12-16,2006-12-16,Hollyfrontier Corporation,0.5,582300.0,1.0,,cashShort,cashShort,Cash Award,,
2006,43165,1.0,2009,ROIC,388500.0,879933,5011340.0,2006-02-02,2006-01-02,2007-01-02,Ipsco INC,1.0,388500.0,1.0,,cashShort,cashShort,Cash Award,,
2006,90243,1.0,2011,ROIC,2062695.0,879933,5011340.0,2006-07-29,2006-06-29,2009-06-29,Ipsco INC,1.0,2062695.0,1.0,,rsu,rsu,Stock Award,,
2007,56389,1.0,2751,ROIC,345000.0,775158,2533.0,2007-09-17,2007-09-17,2008-09-17,Oshkosh Corporation,0.3,1150000.0,1.0,,cashShort,cashShort,Cash Award,,
2007,89494,1.0,2924,,493971.5,78460,21331.0,2006-12-15,2006-10-15,2009-10-15,Piedmont Natural Gas CO INC,0.5,987943.0,1.0,,rsu,rsu,Stock Award,,
2007,43510,1.0,3849,,764640.0,1096385,5260.0,2007-01-01,2007-01-01,2010-01-01,Vectren Corporation,0.5,1529280.0,1.0,,rsu,rsu,Stock Award,,
2007,20942,1.0,4978,,0.0,1128928,43848.0,2007-02-05,2007-01-05,2009-01-05,Flowers Foods INC,0.0,1255653.0,1.0,,rsu,rsu,Stock Award,,
2007,64456,1.0,5770,Other,900.0,7332,15830.0,2007-01-01,2007-01-01,2010-01-01,Southwestern Energy Company,1.0,900.0,1.0,,unitCash,unitCash,Cash Award,,
2007,64457,1.0,5770,,900.0,7332,15830.0,2007-01-01,2007-01-01,2010-01-01,Southwestern Energy Company,1.0,900.0,1.0,,unitCash,unitCash,Cash Award,,
2007,89883,1.0,6444,Sales,1250000.0,801351,40809.0,2007-03-07,2007-01-07,2008-01-07,Warnaco Group INC /DE,1.0,1250000.0,1.0,,cashShort,cashShort,Cash Award,,
2007,89886,1.0,6444,Earnings,1250000.0,801351,40809.0,2007-03-07,2007-01-07,2008-01-07,Warnaco Group INC /DE,1.0,1250000.0,1.0,,cashShort,cashShort,Cash Award,,
2007,89887,1.0,6444,EPS,1250000.0,801351,40809.0,2007-03-07,2007-01-07,2008-01-07,Warnaco Group INC /DE,1.0,1250000.0,1.0,,cashShort,cashShort,Cash Award,,
2007,13325,1.0,6764,,845070.0,874016,118166.0,2007-03-27,2006-12-27,2009-12-27,Jones Group INC,0.5,1690140.0,1.0,,rsu,rsu,Stock Award,,
2007,55338,1.0,7022,ROIC,162000.0,1042893,9237.0,2007-03-06,2006-10-06,2007-10-06,Dril-quip INC,0.5,324000.0,1.0,,cashShort,cashShort,Cash Award,,
2007,55339,1.0,7027,ROIC,162000.0,1042893,9333.0,2007-03-06,2006-10-06,2007-10-06,Dril-quip INC,0.5,324000.0,1.0,,cashShort,cashShort,Cash Award,,
2007,35553,1.0,7312,Profit Margin,240000.0,1079023,55902.0,2007-01-01,2007-01-01,2008-01-01,Varian Semiconductor Equipment Associates INC,0.4,600000.0,1.0,,cashShort,cashShort,Cash Award,,
2007,82762,1.0,7432,Cashflow,,1082554,21469.0,2007-01-01,2007-01-01,2008-01-01,United Therapeutics CORP,,600000.0,1.0,,cashShort,cashShort,Cash Award,,
2007,82763,1.0,7432,EBITDA,,1082554,21469.0,2007-01-01,2007-01-01,2008-01-01,United Therapeutics CORP,,600000.0,1.0,,cashShort,cashShort,Cash Award,,
2007,82874,1.0,7440,Cashflow,75000.0,1082554,21469.0,2007-01-01,2007-01-01,2007-07-01,United Therapeutics CORP,0.125,600000.0,1.0,,cashShort,cashShort,Cash Award,,
2007,82875,1.0,7440,EBITDA,75000.0,1082554,21469.0,2007-01-01,2007-07-01,2008-01-01,United Therapeutics CORP,0.125,600000.0,1.0,,cashShort,cashShort,Cash Award,,
2007,37975,1.0,8207,,546960.0,1168335,27143.0,2007-02-06,2007-01-06,2010-01-06,Advanced Medical Optics INC,1.0,546960.0,1.0,,rsu,rsu,Stock Award,,
2007,37796,1.0,9676,,121950.0,895663,97085.0,2007-01-01,2007-01-01,2008-01-01,Global Industries LTD,0.25,487800.0,1.0,,cashShort,cashShort,Cash Award,,
2007,89332,1.0,9679,,571200.0,895663,97085.0,2007-03-08,2007-01-08,2010-01-08,Global Industries LTD,0.5,1142400.0,1.0,,rsu,rsu,Stock Award,,
2007,84448,1.0,9831,,10836383.0,1339947,6205.0,2007-01-01,2006-09-01,2010-01-01,Viacom INC,1.0,10836383.0,1.0,,rsu,rsu,Stock Award,,
2007,107653,1.0,12482,,121621.5,1298675,8728.0,2007-03-22,2006-12-22,2007-12-22,Cubesmart,0.5,243243.0,1.0,,rsu,rsu,Stock Award,,
2007,107653,2.0,12482,,121621.5,1298675,8728.0,2007-03-22,2007-12-22,2008-12-22,Cubesmart,0.5,243243.0,1.0,,rsu,rsu,Stock Award,,
2007,107653,3.0,12482,,121621.5,1298675,8728.0,2007-03-22,2008-12-22,2009-12-22,Cubesmart,0.5,243243.0,1.0,,rsu,rsu,Stock Award,,
2007,76917,1.0,19000,Other,324000.0,26058,120955.0,2007-01-01,2007-01-01,2008-01-01,Cts Corporation,1.0,324000.0,1.0,,cashShort,cashShort,Cash Award,,
2007,101421,1.0,19014,,22658.4,26058,120955.0,2008-02-05,2007-01-05,2010-01-05,Cts Corporation,0.6,37764.0,1.0,,rsu,rsu,Stock Award,,
1998,22682,1.0,31214,ROE,0.0,717809,5056486.0,1998-01-01,1998-01-01,2001-01-01,Keystone Financial INC,0.0,310000.0,1.0,,unitCash,unitCash,Cash Award,,
2000,30072,1.0,36193,Earnings,178107.1875,75362,1099.0,2000-01-01,2000-01-01,2003-01-01,Paccar INC,0.3333,534375.0,1.0,,cashLong,cashLong,Cash Award,,
2000,30073,1.0,36193,Other,178107.1875,75362,1099.0,2000-01-01,2000-01-01,2003-01-01,Paccar INC,0.3333,534375.0,1.0,,cashLong,cashLong,Cash Award,,
2000,30074,1.0,36193,ROIC,178107.1875,75362,1099.0,2000-01-01,2000-01-01,2003-01-01,Paccar INC,0.3333,534375.0,1.0,,cashLong,cashLong,Cash Award,,
2006,89455,1.0,36698,,-4999.5,78460,21331.0,2005-12-16,2005-10-16,2008-10-16,Piedmont Natural Gas CO INC,0.5,-9999.0,1.0,,rsu,rsu,Stock Award,,
2007,79029,1.0,44601,,971342.856,831001,115102.0,2007-07-17,2007-06-17,2007-12-17,Citigroup INC,0.3333,2914320.0,1.0,,rsu,rsu,Stock Award,,
2007,79029,2.0,44601,,971342.856,831001,115102.0,2007-07-17,2007-12-17,2008-12-17,Citigroup INC,0.3333,2914320.0,1.0,,rsu,rsu,Stock Award,,
2007,79029,3.0,44601,,971634.288,831001,115102.0,2007-07-17,2008-12-17,2009-12-17,Citigroup INC,0.3334,2914320.0,1.0,,rsu,rsu,Stock Award,,
2008,70717,1.0,44816,,319999.0,921082,17145.0,2008-03-03,2008-01-03,2011-01-03,Highwoods Properties INC,1.0,319999.0,1.0,,rsu,rsu,Stock Award,,
2007,55296,1.0,48563,ROIC,162000.0,1042893,7748.0,2007-03-06,2006-10-06,2007-10-06,Dril-quip INC,0.5,324000.0,1.0,,cashShort,cashShort,Cash Award,,
2008,20921,1.0,48759,,0.0,1128928,43848.0,2008-02-04,2008-01-04,2010-01-04,Flowers Foods INC,0.0,1569092.0,1.0,,rsu,rsu,Stock Award,,
2008,46718,1.0,48805,,2062500.0,93410,13991.0,2008-01-01,2008-01-01,2009-01-01,Chevron CORP,1.0,2062500.0,1.0,,cashShort,cashShort,Cash Award,,
2008,46719,1.0,48805,ROIC,2062500.0,93410,13991.0,2008-01-01,2008-01-01,2009-01-01,Chevron CORP,1.0,2062500.0,1.0,,cashShort,cashShort,Cash Award,,
2008,46720,1.0,48805,Other,2062500.0,93410,13991.0,2008-01-01,2008-01-01,2009-01-01,Chevron CORP,1.0,2062500.0,1.0,,cashShort,cashShort,Cash Award,,
2008,46721,1.0,48805,Other,2062500.0,93410,13991.0,2008-01-01,2008-01-01,2009-01-01,Chevron CORP,1.0,2062500.0,1.0,,cashShort,cashShort,Cash Award,,
2008,88645,1.0,48805,Other,2062500.0,93410,13991.0,2008-01-01,2008-01-01,2009-01-01,Chevron CORP,1.0,2062500.0,1.0,,cashShort,cashShort,Cash Award,,
2008,88646,1.0,48805,Other,2062500.0,93410,13991.0,2008-01-01,2008-01-01,2009-01-01,Chevron CORP,1.0,2062500.0,1.0,,cashShort,cashShort,Cash Award,,
2008,88647,1.0,48805,Other,2062500.0,93410,13991.0,2008-01-01,2008-01-01,2009-01-01,Chevron CORP,1.0,2062500.0,1.0,,cashShort,cashShort,Cash Award,,
2009,76176,1.0,48832,EPS,102512.6,88941,81222.0,2009-01-01,2009-01-01,2010-01-01,Semtech Corporation,0.2,512563.0,1.0,,cashShort,cashShort,Cash Award,,
2009,76177,1.0,48832,Sales,102512.6,88941,81222.0,2009-01-01,2009-01-01,2010-01-01,Semtech Corporation,0.2,512563.0,1.0,,cashShort,cashShort,Cash Award,,
2008,46796,1.0,49386,ROIC,-9999.0,4281,39881.0,2008-01-17,2007-12-17,2008-12-17,Howmet Aerospace INC,1.0,-9999.0,1.0,,rsu,rsu,Stock Award,,
2008,76278,1.0,49389,ROIC,5443000.0,4281,39881.0,2008-01-17,2007-12-17,2008-12-17,Howmet Aerospace INC,1.0,5443000.0,1.0,,Option,Option,Option Award,,
2008,117538,1.0,49636,,2000000.0,5187,93573.0,2008-01-01,2008-01-01,2009-01-01,Wyeth,1.0,2000000.0,1.0,,cashShort,cashShort,Cash Award,,
2008,76437,1.0,49637,,7956480.0,5187,93573.0,2008-04-24,2007-12-24,2010-12-24,Wyeth,1.0,7956480.0,1.0,,rsu,rsu,Stock Award,,
2008,18591,1.0,49720,EPS,4200000.0,72971,93943.0,2008-02-26,2007-12-26,2008-12-26,Wells Fargo & Company,1.0,4200000.0,1.0,,cashShort,cashShort,Cash Award,,
2008,18592,1.0,49720,ROE,4200000.0,72971,93943.0,2008-02-26,2007-12-26,2008-12-26,Wells Fargo & Company,1.0,4200000.0,1.0,,cashShort,cashShort,Cash Award,,
2008,14636,1.0,50042,ROIC,390000.0,110430,1649.0,2008-02-27,2007-12-27,2008-12-27,Frontier Oil CORP /NEW,0.4,975000.0,1.0,,cashShort,cashShort,Cash Award,,
2008,14652,1.0,50065,ROIC,-3332.6667,110430,1649.0,2008-02-27,2007-12-27,2008-12-27,Frontier Oil CORP /NEW,0.3333,-9999.0,1.0,,rsu,rsu,Stock Award,,
2008,14653,1.0,50065,,-3332.6667,110430,1649.0,2008-02-27,2007-12-27,2010-12-27,Frontier Oil CORP /NEW,0.3333,-9999.0,1.0,,rsu,rsu,Stock Award,,
2008,38421,1.0,50247,Operating Income,1667500.0,55067,58579.0,2008-01-01,2008-01-01,2009-01-01,Kellogg Company,1.0,1667500.0,1.0,,cashShort,cashShort,Cash Award,,
2008,38422,1.0,50247,Sales,1667500.0,55067,58579.0,2008-01-01,2008-01-01,2009-01-01,Kellogg Company,1.0,1667500.0,1.0,,cashShort,cashShort,Cash Award,,
2008,38423,1.0,50247,Cashflow,1667500.0,55067,58579.0,2008-01-01,2008-01-01,2009-01-01,Kellogg Company,1.0,1667500.0,1.0,,cashShort,cashShort,Cash Award,,
2008,14579,1.0,50330,,1200000.0,1357615,108966.0,2008-03-03,2008-01-03,2011-01-03,Kbr INC,0.5,2400000.0,1.0,,unitCash,unitCash,Cash Award,,
2008,15561,1.0,50390,ROE,744000.0,899051,87474.0,2008-01-01,2008-01-01,2011-01-01,The Allstate Corporation,0.5,1488000.0,1.0,,cashLong,cashLong,Cash Award,,
2008,48280,1.0,50391,EPS,0.0,1298341,73157.0,2008-01-01,2008-01-01,2009-01-01,Nalco Holding CO,0.0,850000.0,1.0,,cashShort,cashShort,Cash Award,,
2008,43462,1.0,50625,,1013952.0,864328,711.0,2007-12-06,2007-10-06,2010-10-06,Bj Services CO,1.0,1013952.0,1.0,,rsu,rsu,Stock Award,,
1998,77239,1.0,50660,Cashflow,-9999.0,6201,5029829.0,1998-01-01,1998-01-01,2001-01-01,American Airlines Group INC,1.0,-9999.0,1.0,,rsu,rsu,Stock Award,,
1999,258,1.0,50709,Other,-9999.0,6201,5029829.0,1999-01-01,1999-01-01,2002-01-01,American Airlines Group INC,1.0,-9999.0,1.0,,rsu,rsu,Stock Award,,
2008,47542,1.0,50710,EPS,569500.0,7789,35270.0,2008-01-01,2008-01-01,2011-01-01,Associated Banc-corp,1.0,569500.0,1.0,,cashLong,cashLong,Cash Award,,
2001,73462,1.0,51041,,-7499.25,1064728,5005430.0,2001-01-01,2001-03-01,2003-10-01,Peabody Energy Corporation,0.75,-9999.0,1.0,,rsu,rsu,Stock Award,,
2001,73463,1.0,51041,,-2499.75,1064728,5005430.0,2001-01-01,2001-03-01,2003-10-01,Peabody Energy Corporation,0.25,-9999.0,1.0,,rsu,rsu,Stock Award,,
2002,71842,1.0,51070,,-7499.25,1064728,5005430.0,2002-01-01,2002-01-01,2005-01-01,Peabody Energy Corporation,0.75,-9999.0,1.0,,rsu,rsu,Stock Award,,
2002,71843,1.0,51070,,-2499.75,1064728,5005430.0,2002-01-01,2002-01-01,2005-01-01,Peabody Energy Corporation,0.25,-9999.0,1.0,,rsu,rsu,Stock Award,,
2003,24549,1.0,51095,,-7499.25,1064728,5005430.0,2003-01-01,2003-01-01,2006-01-01,Peabody Energy Corporation,0.75,-9999.0,1.0,,rsu,rsu,Stock Award,,
2003,24550,1.0,51095,,-2499.75,1064728,5005430.0,2003-01-01,2003-01-01,2006-01-01,Peabody Energy Corporation,0.25,-9999.0,1.0,,rsu,rsu,Stock Award,,
2008,73614,1.0,51115,,0.0,14930,25258.0,2008-03-13,2008-01-13,2011-01-13,Brunswick Corporation,0.0,4746000.0,1.0,,rsu,rsu,Stock Award,,
2004,71929,1.0,51145,,-2999.7,1064728,5005430.0,2004-01-01,2004-01-01,2007-01-01,Peabody Energy Corporation,0.3,-9999.0,1.0,,rsu,rsu,Stock Award,,
2004,71930,1.0,51145,,-1999.8,1064728,5005430.0,2004-01-01,2004-01-01,2007-01-01,Peabody Energy Corporation,0.2,-9999.0,1.0,,rsu,rsu,Stock Award,,
2004,71939,1.0,51147,,-2999.7,1064728,5005430.0,2004-08-01,2004-08-01,2007-01-01,Peabody Energy Corporation,0.3,-9999.0,1.0,,rsu,rsu,Stock Award,,
2004,71940,1.0,51147,,-1999.8,1064728,5005430.0,2004-08-01,2004-08-01,2007-01-01,Peabody Energy Corporation,0.2,-9999.0,1.0,,rsu,rsu,Stock Award,,
2005,24640,1.0,51171,,297106.8,1064728,60536.0,2005-01-03,2005-01-03,2008-01-03,Peabody Energy Corporation,0.3,990356.0,1.0,,rsu,rsu,Stock Award,,
2005,24641,1.0,51171,,198071.2,1064728,60536.0,2005-01-03,2005-01-03,2008-01-03,Peabody Energy Corporation,0.2,990356.0,1.0,,rsu,rsu,Stock Award,,
2008,14409,1.0,51303,,710427.2999999999,1064728,60536.0,2008-01-02,2008-01-02,2011-01-02,Peabody Energy Corporation,0.3,2368091.0,1.0,,rsu,rsu,Stock Award,,
2008,14410,1.0,51303,,473618.2,1064728,60536.0,2008-01-02,2008-01-02,2011-01-02,Peabody Energy Corporation,0.2,2368091.0,1.0,,rsu,rsu,Stock Award,,
2006,330,1.0,51456,FFO,314015.625,915912,18959.0,2006-02-09,2006-01-09,2007-01-09,Avalonbay Communities INC,0.4125,761250.0,1.0,,cashShort,cashShort,Cash Award,,
2008,49711,1.0,51634,FFO,420780.9375,915912,18959.0,2008-02-11,2008-01-11,2009-01-11,Avalonbay Communities INC,0.4125,1020075.0,1.0,,cashShort,cashShort,Cash Award,,
2008,49709,1.0,51635,,,915912,18959.0,2008-02-11,2008-01-11,2009-01-11,Avalonbay Communities INC,0.5,,1.0,,rsu,rsu,Stock Award,,
2008,49710,1.0,51635,FFO,,915912,18959.0,2008-02-11,2008-01-11,2009-01-11,Avalonbay Communities INC,0.1,,1.0,,rsu,rsu,Stock Award,,
2008,58927,1.0,51640,,1415320.0,915912,18959.0,2008-06-01,2008-06-01,2011-06-01,Avalonbay Communities INC,1.0,1415320.0,1.0,,rsu,rsu,Stock Award,,
1998,58714,1.0,52607,,-9999.0,12927,5030892.0,1998-01-01,1998-01-01,2003-01-01,Boeing CO,1.0,-9999.0,1.0,,rsu,rsu,Stock Award,,
1999,59142,1.0,52615,,-9999.0,12927,5030892.0,1999-01-01,1999-01-01,2004-01-01,Boeing CO,1.0,-9999.0,1.0,,rsu,rsu,Stock Award,,
2008,12269,1.0,52641,,266433.354,8818,17868.0,2008-05-01,2008-01-01,2011-01-01,Avery Dennison Corporation,0.3333,799380.0,1.0,,rsu,rsu,Stock Award,,
1999,84684,1.0,52807,,632000.0,4962,5030147.0,1999-01-01,1999-01-01,2002-01-01,American Express CO,0.4,1580000.0,1.0,,cashLong,cashLong,Cash Award,,
1999,84685,1.0,52808,,632000.0,4962,5030147.0,1999-01-01,1999-01-01,2002-01-01,American Express CO,0.4,1580000.0,1.0,,cashLong,cashLong,Cash Award,,
2008,49301,1.0,52831,,1636593.75,4962,800.0,2008-01-31,2007-12-31,2010-12-31,American Express CO,0.25,6546375.0,1.0,,cashLong,cashLong,Cash Award,,
2008,49307,1.0,52836,,4861072.0,4962,800.0,2008-01-31,2007-12-31,2013-12-31,American Express CO,0.25,19444288.0,1.0,2.5|  100|n|;1.0|   50|y|,Option,Option,Option Award,,2.5|  100|n|;1.0|   50|y|
2004,27800,1.0,53789,,-4999.5,811156,20429.0,2004-01-01,2004-01-01,2007-01-01,Cms Energy Corporation,0.5,-9999.0,1.0,,rsu,rsu,Stock Award,,
2005,27927,1.0,53826,,-4999.5,811156,20429.0,2005-01-01,2005-01-01,2008-01-01,Cms Energy Corporation,0.5,-9999.0,1.0,,rsu,rsu,Stock Award,,
2008,48638,1.0,53864,,1080059.0,811156,20429.0,2008-08-06,2008-01-06,2011-01-06,Cms Energy Corporation,0.5,2160118.0,1.0,,rsu,rsu,Stock Award,,
2008,66155,1.0,54121,,2444285.0,1037540,8883.0,2008-02-05,2008-02-05,2011-02-05,Boston Properties INC,1.0,2444285.0,1.0,,rsu,rsu,Stock Award,,
2008,57420,1.0,54337,,28500.0,1011174,28091.0,2008-01-01,2008-01-01,2009-01-01,Bre Properties INC /MD,0.05,570000.0,1.0,,cashShort,cashShort,Cash Award,,
2008,40412,1.0,54340,,-3299.67,1011174,28091.0,2008-01-30,2007-12-30,2011-12-30,Bre Properties INC /MD,0.33,-9999.0,1.0,,rsu,rsu,Stock Award,,
2004,24687,1.0,54407,,0.0,1137411,22473.0,2003-11-01,2003-10-01,2006-10-01,Rockwell Collins INC,0.0,600000.0,1.0,,unitCash,unitCash,Cash Award,,
2005,24702,1.0,54429,,0.0,1137411,22473.0,2004-11-01,2004-10-01,2007-10-01,Rockwell Collins INC,0.0,600000.0,1.0,,unitCash,unitCash,Cash Award,,
2006,34440,1.0,54447,,600000.0,1137411,22473.0,2006-01-01,2006-01-01,2009-01-01,Rockwell Collins INC,1.0,600000.0,1.0,,unitCash,unitCash,Cash Award,,
2006,43528,1.0,54458,,-9999.0,1137411,22473.0,2006-01-01,2006-01-01,2009-01-01,Rockwell Collins INC,1.0,-9999.0,1.0,,rsu,rsu,Stock Award,,
1998,440,1.0,54553,ROE,-2499.75,763901,1017.0,1998-01-01,1998-01-01,2001-01-01,Popular INC,0.25,-9999.0,1.0,,rsu,rsu,Stock Award,,
2008,59444,1.0,54806,EBITDA,1603125.0,319687,21763.0,2008-02-20,2007-12-20,2010-12-20,Continental Airlines INC /DE,1.0,1603125.0,1.0,,cashLong,cashLong,Cash Award,,
2008,60089,1.0,54897,,77000.0,701221,14022.0,2008-02-01,2008-01-01,2011-01-01,Cigna Corporation,1.0,77000.0,1.0,,unitCash,unitCash,Cash Award,,
2008,76273,1.0,55042,,1500000.0,715957,119577.0,2008-04-01,2008-01-01,2010-01-01,Dominion Energy INC,0.5,3000000.0,1.0,,cashLong,cashLong,Cash Award,,
2008,19165,1.0,55354,EPS,1317503.5,18230,34340.0,2008-01-01,2008-01-01,2011-01-01,Caterpillar INC,0.5,2635007.0,1.0,,cashLong,cashLong,Cash Award,,
2008,54814,1.0,55482,,1209455.0,764065,75258.0,2008-03-10,2008-01-10,2011-01-10,Cliffs Natural Resources INC,0.5,2418910.0,1.0,,rsu,rsu,Stock Award,,
2008,43124,1.0,55500,Other,1363438.0,945764,19193.0,2008-01-07,2008-01-07,2011-01-07,Denbury INC,1.0,1363438.0,1.0,,rsu,rsu,Stock Award,,
2008,38938,1.0,55640,,538820.0,924901,11038.0,2008-03-31,2007-12-31,2008-12-31,Veris Residential INC,1.0,538820.0,1.0,,rsu,rsu,Stock Award,,
2005,22024,1.0,55918,,1471937.5,29915,36811.0,2005-01-01,2005-01-01,2008-01-01,The Dow Chemical Company,0.5,2943875.0,1.0,,rsu,rsu,Stock Award,,
2008,15799,1.0,55988,,2025000.0,1163165,430.0,2008-02-14,2008-01-14,2009-01-14,Conocophillips,1.0,2025000.0,1.0,,cashShort,cashShort,Cash Award,,
2008,15800,1.0,55988,ROIC,2025000.0,1163165,430.0,2008-02-14,2008-01-14,2009-01-14,Conocophillips,1.0,2025000.0,1.0,,cashShort,cashShort,Cash Award,,
2008,15801,1.0,55988,Other,2025000.0,1163165,430.0,2008-02-14,2008-01-14,2009-01-14,Conocophillips,1.0,2025000.0,1.0,,cashShort,cashShort,Cash Award,,
2008,15802,1.0,55988,,2025000.0,1163165,430.0,2008-02-14,2008-01-14,2009-01-14,Conocophillips,1.0,2025000.0,1.0,,cashShort,cashShort,Cash Award,,
2008,15868,1.0,55993,,5454676.0,1163165,430.0,2008-02-14,2008-01-14,2011-01-14,Conocophillips,1.0,5454676.0,1.0,,rsu,rsu,Stock Award,,
2008,15869,1.0,55993,ROIC,5454676.0,1163165,430.0,2008-02-14,2008-01-14,2011-01-14,Conocophillips,1.0,5454676.0,1.0,,rsu,rsu,Stock Award,,
2008,54633,1.0,56057,,,894315,11579.0,2008-01-01,2008-01-01,2009-01-01,Site Centers CORP,0.2,,1.0,,cashShort,cashShort,Cash Award,,
2008,54634,1.0,56059,,-1999.8,894315,11579.0,2008-10-15,2007-12-15,2008-12-15,Site Centers CORP,0.2,-9999.0,1.0,,rsu,rsu,Stock Award,,
2008,75708,1.0,56128,,0.0,6951,22670.0,2008-01-01,2008-01-01,2009-01-01,Applied Materials INC,0.0,1715000.0,1.0,,cashShort,cashShort,Cash Award,,
2001,29256,1.0,56212,,-2499.75,28823,5071630.0,2001-01-01,2001-02-01,2004-02-01,Diebold INC,0.25,-9999.0,1.0,,rsu,rsu,Stock Award,,
2002,29096,1.0,56226,,-2499.75,28823,5071630.0,2002-01-01,2001-12-01,2005-02-01,Diebold INC,0.25,-9999.0,1.0,,rsu,rsu,Stock Award,,
2008,565,1.0,56414,,18900.0,906345,8555.0,2008-01-01,2008-01-01,2009-01-01,Camden Property Trust,0.15,126000.0,1.0,,cashShort,cashShort,Cash Award,,
2008,12570,1.0,56482,EPS,621450.0,875357,10686.0,2008-01-01,2007-01-01,2009-01-01,Bok Financial CORP Et Al,1.0,621450.0,1.0,,cashShort,cashShort,Cash Award,,
2008,43902,1.0,56483,EPS,1657187.0,875357,10686.0,2008-01-11,2006-01-11,2009-01-11,Bok Financial CORP Et Al,1.0,1657187.0,1.0,,rsu,rsu,Stock Award,,
2008,82206,1.0,57466,,0.0,1317630,77886.0,2008-01-01,2008-01-01,2009-01-01,Itc Holdings CORP,0.0,918750.0,1.0,,cashShort,cashShort,Cash Award,,
2008,48216,1.0,57717,,0.0,1174746,76841.0,2008-12-16,2008-12-16,2009-12-16,Intercontinentalexchange INC,0.0,2785106.0,1.0,,rsu,rsu,Stock Award,,
2008,58341,1.0,57831,,3653340.0,898293,14513.0,2007-10-24,2008-07-24,2008-09-24,Jabil Circuit INC,1.0,3653340.0,1.0,,rsu,rsu,Stock Award,,
2008,58341,2.0,57831,,3653340.0,898293,14513.0,2007-10-24,2009-07-24,2009-09-24,Jabil Circuit INC,1.0,3653340.0,1.0,,rsu,rsu,Stock Award,,
2008,58341,3.0,57831,,3653340.0,898293,14513.0,2007-10-24,2010-07-24,2010-09-24,Jabil Circuit INC,1.0,3653340.0,1.0,,rsu,rsu,Stock Award,,
2008,47070,1.0,58232,Other,,11544,1828.0,2008-01-01,2008-01-01,2009-01-01,W R Berkley Corporation,1.0,,1.0,,cashShort,cashShort,Cash Award,,
2006,90042,1.0,58954,EPS,75400.0,1029786,20331.0,2006-02-21,2005-12-21,2006-12-21,Nationwide Financial Services Inc/,0.4,188500.0,1.0,,cashShort,cashShort,Cash Award,,
2006,90043,1.0,58954,Sales,75400.0,1029786,20331.0,2006-02-21,2005-12-21,2006-12-21,Nationwide Financial Services Inc/,0.4,188500.0,1.0,,cashShort,cashShort,Cash Award,,
2006,90044,1.0,58954,ROE,37700.0,1029786,20331.0,2006-02-21,2005-12-21,2006-12-21,Nationwide Financial Services Inc/,0.2,188500.0,1.0,,cashShort,cashShort,Cash Award,,
2008,49204,1.0,59261,EPS,572451.2000000001,1159297,512.0,2008-02-25,2007-12-25,2010-12-25,Meadwestvaco CORP,0.2,2862256.0,1.0,,rsu,rsu,Stock Award,,
2008,16369,1.0,59702,,388125.0,72741,38832.0,2008-02-12,2008-01-12,2011-01-12,Eversource Energy,0.25,1552500.0,1.0,,cashLong,cashLong,Cash Award,,
2008,47003,1.0,59847,ROE,2000000.0,713676,433.0,2008-01-01,2008-01-01,2009-01-01,The Pnc Financial Services Group INC,1.0,2000000.0,1.0,,cashShort,cashShort,Cash Award,,
2008,47004,1.0,59847,EPS,2000000.0,713676,433.0,2008-01-01,2008-01-01,2009-01-01,The Pnc Financial Services Group INC,1.0,2000000.0,1.0,,cashShort,cashShort,Cash Award,,
2008,14960,1.0,59938,,918200.0,791915,1072.0,2007-05-11,2008-01-11,2009-01-11,Cypress Semiconductor CORP,0.25,3672800.0,1.0,,rsu,rsu,Stock Award,,
2008,91653,1.0,59938,,918200.0,791915,1072.0,2007-05-11,2009-01-11,2010-01-11,Cypress Semiconductor CORP,0.25,3672800.0,1.0,,rsu,rsu,Stock Award,,
2008,91653,2.0,59938,,918200.0,791915,1072.0,2007-05-11,2010-01-11,2011-01-11,Cypress Semiconductor CORP,0.25,3672800.0,1.0,,rsu,rsu,Stock Award,,
2008,91653,3.0,59938,,918200.0,791915,1072.0,2007-05-11,2011-01-11,2012-01-11,Cypress Semiconductor CORP,0.25,3672800.0,1.0,,rsu,rsu,Stock Award,,
1998,25316,1.0,60411,,-3332.6667,702165,5003473.0,1998-01-01,1998-01-01,2001-01-01,Norfolk Southern Corporation,0.3333,-9999.0,1.0,,rsu,rsu,Stock Award,,
