cik,fyear,at
61478,1998,1300.587
61478,1999,1672.529
61478,2000,3970.5
61478,2001,2499.7
61478,2002,1144.2
61478,2003,1296.9
61478,2004,1428.1
61478,2005,1535.0
61478,2006,1611.4
61478,2007,1764.8
61478,2008,1921.0
61478,2009,1343.6
61478,2010,1474.5
6201,1998,22303.0
6201,1999,24374.0
6201,2000,26213.0
6201,2001,32841.0
6201,2002,30267.0
6201,2003,29330.0
6201,2004,28773.0
6201,2005,29495.0
6201,2006,29145.0
6201,2007,28571.0
6201,2008,25175.0
6201,2009,25438.0
6201,2010,25088.0
6201,2011,23848.0
6201,2012,23510.0
6201,2013,42278.0
6201,2014,43771.0
6201,2015,48415.0
6201,2016,51274.0
6201,2017,51396.0
6201,2018,60580.0
6201,2019,59995.0
6201,2020,62008.0
6201,2021,66467.0
6201,2022,64716.0
6201,2023,63058.0
3197,1998,15.475
3197,1999,51.073
3197,2000,55.896
3197,2001,53.03
3197,2002,46.677
3197,2003,41.154
3197,2004,43.441
3197,2005,42.9
3197,2006,63.188
3197,2007,96.535
3197,2008,120.017
3197,2009,77.515
3197,2010,74.791
3197,2011,79.345
3197,2012,94.104
3197,2013,348.536
3197,2014,414.365
3197,2015,598.819
3197,2016,498.634
3197,2017,438.549
3197,2018,392.582
3197,2019,408.637
3197,2020,419.314
3197,2021,416.197
3197,2022,504.721
3197,2023,600.291
859163,1997,1048.653
859163,1998,1058.04
859163,1999,1308.331
859163,2000,1885.098
859163,2001,1691.599
859163,2002,1700.513
859163,2003,1667.877
859163,2004,1689.749
859163,2005,1675.208
859163,2006,1899.536
859163,2007,2109.078
859163,2008,1872.529
859163,2009,2051.492
859163,2010,2319.482
859163,2011,2468.012
859163,2012,2601.995
859163,2013,2384.988
859163,2014,2459.015
859163,2015,2409.819
859163,2016,2477.413
859163,2017,2672.766
859163,2018,2813.278
764622,1998,6824.546
764622,1999,6608.506
764622,2000,7149.151
764622,2001,7981.748
764622,2002,8425.806
764622,2003,9536.378
764622,2004,9896.747
764622,2005,11322.645
764622,2006,11455.943
764622,2007,11243.712
764622,2008,11620.093
764622,2009,11808.155
764622,2010,12362.703
764622,2011,13111.018
764622,2012,13379.615
764622,2013,13508.686
764622,2014,14313.532
764622,2015,15028.258
764622,2016,16004.253
764622,2017,17019.082
764622,2018,17664.202
764622,2019,18479.247
764622,2020,20020.421
764622,2021,22003.222
764622,2022,22723.405
764622,2023,24661.153
1800,1998,13216.213
1800,1999,14471.044
1800,2000,15283.254
1800,2001,23296.423
1800,2002,24259.102
1800,2003,26715.342
1800,2004,28767.494
1800,2005,29141.203
1800,2006,36178.172
1800,2007,39713.924
1800,2008,42419.204
1800,2009,52416.623
1800,2010,59462.266
1800,2011,60276.893
1800,2012,67234.944
1800,2013,42953.0
1800,2014,41275.0
1800,2015,41247.0
1800,2016,52666.0
1800,2017,76250.0
1800,2018,67173.0
1800,2019,67887.0
1800,2020,72548.0
1800,2021,75196.0
1800,2022,74438.0
1800,2023,73214.0
2488,1998,4252.968
2488,1999,4377.698
2488,2000,5767.735
2488,2001,5647.242
2488,2002,5619.181
2488,2003,7094.345
2488,2004,7844.21
2488,2005,7287.779
2488,2006,13147.0
2488,2007,11550.0
2488,2008,7675.0
2488,2009,9078.0
2488,2010,4964.0
2488,2011,4954.0
2488,2012,4000.0
2488,2013,4337.0
2488,2014,3767.0
2488,2015,3109.0
2488,2016,3321.0
2488,2017,3540.0
2488,2018,4556.0
2488,2019,6028.0
2488,2020,8962.0
2488,2021,12419.0
2488,2022,67580.0
2488,2023,67885.0
1122304,1998,105129.9
1122304,1998,105148.1
1122304,1999,112839.0
1122304,1999,112839.0
1122304,2000,47445.7
1122304,2000,47445.7
1122304,2001,43255.1
1122304,2001,43255.1
1122304,2002,40047.5
1122304,2002,40047.5
1122304,2003,40950.2
1122304,2003,40950.2
1122304,2004,42133.7
1122304,2004,42133.7
1122304,2005,44364.6
1122304,2005,44364.6
1122304,2006,47626.4
1122304,2006,47626.4
1122304,2007,50724.7
1122304,2007,50724.7
1122304,2008,35852.5
1122304,2008,35852.5
1122304,2009,38550.4
1122304,2009,38550.4
1122304,2010,37739.4
1122304,2010,37739.4
1122304,2011,38593.1
1122304,2011,38593.1
1122304,2012,41494.5
1122304,2012,41494.5
1122304,2013,49871.8
1122304,2013,49871.8
1122304,2014,53402.1
1122304,2014,53402.1
1122304,2015,53424.1
1122304,2015,53424.1
1122304,2016,69146.0
1122304,2016,69146.0
1122304,2017,55151.0
1122304,2017,55151.0
2969,1998,7489.6
2969,1999,8235.5
2969,2000,8270.5
2969,2001,8084.1
2969,2002,8495.0
2969,2003,9431.9
2969,2004,10040.4
2969,2005,10408.8
2969,2006,11180.7
2969,2007,12659.5
2969,2008,12571.3
2969,2009,13029.1
2969,2010,13505.9
2969,2011,14290.7
2969,2012,16941.8
2969,2013,17850.1
2969,2014,17779.1
2969,2015,17438.1
2969,2016,18055.3
2969,2017,18467.2
2969,2018,19178.3
2969,2019,18942.8
2969,2020,25168.5
2969,2021,26859.2
2969,2022,27192.6
2969,2023,32002.5
3000,1998,1501.577
3000,1999,1643.25
3000,2000,1745.919
3000,2001,1746.844
3000,2002,1879.086
766421,1998,1731.8
766421,1999,2180.1
766421,2000,2630.0
766421,2001,2950.5
766421,2002,2880.7
766421,2003,3259.2
766421,2004,3335.0
766421,2005,3792.0
766421,2006,4077.1
766421,2007,4490.9
766421,2008,4835.6
766421,2009,4985.0
766421,2010,5016.6
766421,2011,5195.0
766421,2012,5505.0
766421,2013,5838.0
766421,2014,6181.0
766421,2015,6533.0
766421,2016,9962.0
766421,2017,10740.0
766421,2018,10912.0
766421,2019,12993.0
766421,2020,14046.0
766421,2021,13951.0
766421,2022,14186.0
766421,2023,14613.0
1368457,1998,1068.184
1368457,1999,1184.534
1368457,2000,1389.819
1368457,2001,1516.501
1368457,2002,1729.491
1368457,2003,1945.609
1368457,2004,2058.78
1368457,2005,2302.123
1368457,2006,2582.597
1368457,2007,1487.56
1368457,2008,1464.19
1368457,2009,1558.014
1368457,2010,1878.275
3333,1997,5218.59
3333,1998,6233.968
3333,1999,15700.914
3333,2000,16078.0
3333,2001,15967.0
3333,2002,15211.0
3333,2003,15394.0
3333,2004,18311.0
3333,2005,17871.0
4285,1998,9901.0
4285,1999,9849.0
4285,2000,18407.0
4285,2001,17479.0
4285,2002,17538.0
4285,2003,31957.0
4285,2004,33341.0
4285,2005,26638.0
4285,2006,28939.0
3370,1998,5748.796
3370,1999,5801.313
3370,2000,6362.585
3370,2001,6290.992
3370,2002,6472.618
3370,2003,6639.507
3370,2004,4518.413
3370,2005,3831.819
3370,2006,3231.699
3370,2007,3278.081
3370,2008,2966.334
775368,1998,4282.444
775368,1999,4485.025
775368,2000,2707.616
775368,2000,2707.616
775368,2001,1875.005
775368,2001,1875.005
775368,2002,2134.382
775368,2002,2134.382
775368,2003,3568.04
775368,2003,3568.04
775368,2004,4427.725
775368,2004,4427.725
775368,2005,5913.731
775368,2005,5913.731
775368,2006,6178.74
775368,2006,6178.74
775368,2007,6733.046
775368,2007,6733.046
775368,2008,6181.828
775368,2008,6181.828
775368,2009,6192.77
775368,2009,6192.77
775368,2010,6431.699
775368,2010,6431.699
775368,2011,6478.089
775368,2011,6478.089
775368,2012,22807.967
775368,2012,22807.967
775368,2013,23361.088
775368,2013,23361.088
775368,2014,23489.436
775368,2014,23489.436
775368,2015,22846.333
775368,2015,22846.333
775368,2016,23756.591
775368,2016,23756.591
775368,2017,25384.317
775368,2017,25384.317
775368,2018,25344.896
775368,2018,25344.896
775368,2019,26931.604
775368,2019,26931.604
775368,2020,28927.01
775368,2020,28927.01
775368,2021,32268.675
775368,2021,32268.675
3673,1998,6747.793
3673,1999,6852.441
3673,2000,7697.017
3673,2001,11167.552
3673,2002,10600.279
3673,2003,10171.896
3673,2004,9045.14
3673,2005,8558.812
3673,2006,8552.446
3673,2007,9906.589
3673,2008,10811.048
3673,2009,11589.1
3673,2010,12075.8
773840,1998,15560.0
773840,1999,23527.0
773840,2000,25175.0
773840,2001,24226.0
773840,2002,27559.0
773840,2003,29344.0
773840,2004,31062.0
773840,2005,32294.0
773840,2006,30941.0
773840,2007,33805.0
773840,2008,35490.0
773840,2009,36004.0
773840,2010,37834.0
773840,2011,39808.0
773840,2012,41853.0
773840,2013,45435.0
773840,2014,45451.0
773840,2015,49316.0
773840,2016,54146.0
773840,2017,59387.0
773840,2018,57773.0
773840,2019,58679.0
773840,2020,64586.0
773840,2021,64470.0
773840,2022,62275.0
773840,2023,61525.0
65873,1998,9374.226
65873,1999,10774.203
65873,2000,12182.0
65873,2001,12609.0
65873,2002,16389.1
65873,2003,16661.1
65873,2004,16603.7
65873,2005,24013.1
65873,2006,18343.7
4127,1997,76.929
4127,1998,106.681
4127,1999,259.104
4127,2000,337.019
4127,2001,316.119
4127,2002,1346.912
4127,2003,1090.668
4127,2004,1168.806
4127,2005,1187.843
4127,2006,1090.496
4127,2007,1189.908
4127,2008,1236.099
4127,2009,1355.326
4127,2010,1564.052
4127,2011,1890.389
4127,2012,2136.646
4127,2013,2333.1
4127,2014,2973.8
4127,2015,3719.4
4127,2016,3855.4
4127,2017,4573.6
4127,2018,4828.9
4127,2019,4839.6
4127,2020,5106.7
4127,2021,8590.7
4127,2022,8873.8
4127,2023,8426.7
4447,1998,7882.983
4447,1999,7727.712
4447,2000,10274.0
4447,2001,15369.0
4447,2002,13262.0
4447,2003,13983.0
4447,2004,16312.0
4447,2005,19115.0
4447,2006,22404.0
4447,2007,26131.0
4447,2008,28589.0
4447,2009,29465.0
4447,2010,35396.0
4447,2011,39136.0
4447,2012,43441.0
4447,2013,42754.0
4447,2014,38578.0
4447,2015,34195.0
4447,2016,28621.0
4447,2017,23112.0
4447,2018,21433.0
4447,2019,21782.0
4447,2020,18821.0
4447,2021,20515.0
4447,2022,21695.0
4447,2023,24007.0
701345,1998,1525.03
701345,1999,1507.154
701345,2000,1568.515
701345,2001,1570.909
701345,2002,1438.953
701345,2003,1626.912
701345,2004,1475.264
701345,2005,6964.0
701345,2006,7576.0
701345,2007,8040.0
701345,2008,7214.0
701345,2009,7454.0
701345,2010,7819.0
701345,2011,8335.0
701345,2012,9396.0
789073,1998,7359.7
789073,1999,6417.1
789073,2000,5764.1
789073,2001,5300.9
789073,2002,5822.2
789073,2003,7444.9
789073,2004,7883.6
789073,2005,13201.5
789073,2006,14668.3
789073,2007,13956.9
789073,2008,12091.9
789073,2009,12370.6
789073,2010,12675.3
789073,2011,7491.8
789073,2012,8636.9
789073,2013,8584.7
1475922,1998,
1475922,1999,
1475922,2000,
1475922,2001,
1475922,2002,
1475922,2003,
1475922,2004,
1475922,2005,
1475922,2006,
1475922,2007,12176.049
1475922,2008,11161.133
1475922,2008,11161.133
1475922,2009,13227.781
1475922,2009,13227.781
1475922,2010,9884.306
1475922,2010,9884.306
1475922,2011,9998.544
1475922,2011,9998.544
1475922,2012,10337.877
1475922,2012,10337.877
1475922,2013,10329.95
1475922,2013,10329.95
1475922,2014,10738.114
1475922,2014,10738.114
1475922,2015,10612.119
1475922,2015,10612.119
1475922,2016,11438.943
1475922,2016,11438.943
1475922,2017,12460.703
1475922,2017,12460.703
1475922,2018,12595.048
1475922,2018,12595.048
1475922,2019,13688.531
1475922,2019,13688.531
1475922,2020,14905.285
1475922,2020,14905.285
1475922,2021,16123.223
1475922,2021,16123.223
1475922,2022,15348.877
1475922,2022,15348.877
1475922,2023,15027.732
1475922,2023,15027.732
4904,1998,19483.202
4904,1999,21488.0
4904,2000,54548.0
4904,2001,47281.0
4904,2002,34741.0
4904,2003,36744.0
4904,2004,34663.0
4904,2005,36172.0
4904,2006,37987.0
4904,2007,40366.0
4904,2008,45155.0
4904,2009,48348.0
4904,2010,50455.0
4904,2011,52223.0
4904,2012,54367.0
4904,2013,56414.0
4904,2014,59633.0
4904,2015,61683.1
4904,2016,63467.7
4904,2017,64729.1
4904,2018,68802.8
4904,2019,75892.3
4904,2020,80757.2
4904,2021,87668.7
4904,2022,93469.4
4904,2023,96684.0
4962,1998,126933.0
4962,1998,126933.0
4962,1999,148517.0
4962,1999,148517.0
4962,2000,154423.0
4962,2000,154423.0
4962,2001,151100.0
4962,2001,151100.0
4962,2002,157253.0
4962,2002,157253.0
4962,2003,175001.0
4962,2003,175001.0
4962,2004,192638.0
4962,2004,192638.0
4962,2005,113960.0
4962,2005,113960.0
4962,2006,127853.0
4962,2006,127853.0
4962,2007,149830.0
4962,2007,149830.0
4962,2008,126074.0
4962,2008,126074.0
4962,2009,124088.0
4962,2009,124088.0
4962,2010,147042.0
4962,2010,147042.0
4962,2011,153337.0
4962,2011,153337.0
4962,2012,153140.0
4962,2012,153140.0
4962,2013,153375.0
4962,2013,153375.0
4962,2014,159103.0
4962,2014,159103.0
4962,2015,161184.0
4962,2015,161184.0
4962,2016,158893.0
4962,2016,158893.0
4962,2017,181159.0
4962,2017,181159.0
4962,2018,188602.0
4962,2018,188602.0
4962,2019,198321.0
4962,2019,198321.0
4962,2020,191367.0
4962,2020,191367.0
4962,2021,188548.0
4962,2021,188548.0
4962,2022,228354.0
4962,2022,228354.0
4962,2023,261108.0
4962,2023,261108.0
4977,1998,31183.0
4977,1998,31183.0
4977,1999,37041.0
4977,1999,37041.0
4977,2000,37232.0
4977,2000,37232.0
4977,2001,37860.0
4977,2001,37860.0
4977,2002,45058.0
4977,2002,45058.0
4977,2003,50964.0
4977,2003,50964.0
4977,2004,59326.0
4977,2004,59326.0
4977,2005,56361.0
4977,2005,56361.0
4977,2006,59805.0
4977,2006,59805.0
4977,2007,65805.0
4977,2007,65805.0
4977,2008,79331.0
4977,2008,79331.0
4977,2009,84106.0
4977,2009,84106.0
4977,2010,101039.0
4977,2010,101039.0
4977,2011,117102.0
4977,2011,117102.0
4977,2012,131094.0
4977,2012,131094.0
4977,2013,121307.0
4977,2013,121307.0
4977,2014,119767.0
4977,2014,119767.0
4977,2015,118296.0
4977,2015,118296.0
4977,2016,129819.0
4977,2016,129819.0
4977,2017,137217.0
4977,2017,137217.0
4977,2018,140406.0
4977,2018,140406.0
4977,2019,152768.0
4977,2019,152768.0
4977,2020,165086.0
4977,2020,165086.0
4977,2021,157542.0
4977,2021,157542.0
4977,2022,131017.0
4977,2022,131017.0
4977,2023,126724.0
4977,2023,126724.0
5103,1998,105107.0
5103,1998,105107.0
5103,1999,115447.0
5103,1999,115447.0
5103,2000,120094.0
5103,2000,120094.0
5133,1997,2145.892
5133,1998,2419.328
5133,1999,2517.983
5133,2000,2712.074
5133,2001,2614.995
5133,2002,2584.12
5133,2003,2484.013
5133,2004,2535.628
5133,2005,2218.962
5133,2006,1778.214
5133,2007,1804.428
5133,2008,1433.788
5133,2009,1529.651
5133,2010,1547.249
5133,2011,1549.464
5133,2012,1583.463
5187,1998,21079.068
5187,1999,23906.277
5187,2000,21092.466
5187,2001,22967.922
5187,2002,25994.949
5187,2003,31031.922
5187,2004,33629.704
5187,2005,35841.126
5187,2006,36478.715
5187,2007,42717.282
5187,2008,44031.724
5272,1998,194398.0
5272,1998,194398.0
5272,1999,268238.0
5272,1999,268238.0
5272,2000,306577.0
5272,2000,306577.0
5272,2001,492982.0
5272,2001,492982.0
5272,2002,561229.0
5272,2002,561229.0
5272,2003,678346.0
5272,2003,678346.0
5272,2004,798660.0
5272,2004,801145.0
5272,2005,853370.0
5272,2005,853370.0
5272,2006,979414.0
5272,2006,979414.0
5272,2007,1060505.0
5272,2007,1060505.0
5272,2008,860418.0
5272,2008,860418.0
5272,2009,847585.0
5272,2009,847585.0
5272,2010,683443.0
5272,2010,683443.0
5272,2011,555773.0
5272,2011,555773.0
5272,2012,548633.0
5272,2012,548633.0
5272,2013,541329.0
5272,2013,541329.0
5272,2014,515581.0
5272,2014,515581.0
5272,2015,496943.0
5272,2015,496943.0
5272,2016,498264.0
5272,2016,498264.0
5272,2017,498301.0
5272,2017,498301.0
5272,2018,491984.0
5272,2018,491984.0
5272,2019,525064.0
5272,2019,525064.0
5272,2020,586481.0
5272,2020,586481.0
5272,2021,596112.0
5272,2021,596112.0
5272,2022,526634.0
5272,2022,526634.0
5272,2023,539306.0
5272,2023,539306.0
1801075,1998,8815.652
1801075,1998,8815.652
1801075,1999,9090.526
1801075,1999,9090.526
1801075,2000,9270.387
1801075,2000,9270.387
1801075,2001,11258.137
1801075,2001,11258.137
1801075,2002,12139.172
1801075,2002,12139.172
1801075,2003,15140.234
1801075,2003,15140.234
1801075,2004,16570.827
1801075,2004,16570.827
1801075,2005,17516.881
1801075,2005,17516.881
1801075,2006,17932.171
1801075,2006,17932.171
1801075,2007,18464.869
1801075,2007,18464.869
1801075,2008,18379.439
1801075,2008,18379.439
1801075,2009,20149.507
1801075,2009,20149.507
1801075,2010,21413.039
1801075,2010,21413.039
1801075,2011,22524.256
1801075,2011,22524.256
1801075,2012,23107.074
1801075,2012,23107.074
1801075,2013,23324.883
1801075,2013,23324.883
1801075,2014,23552.036
1801075,2014,23552.036
1801075,2015,23746.962
1801075,2015,23746.962
1801075,2016,24533.222
1801075,2016,24533.222
1801075,2017,26386.764
1801075,2017,26386.764
1801075,2018,26912.353
1801075,2018,26912.353
1801075,2019,28597.566
1801075,2019,28597.566
1801075,2020,29467.815
1801075,2020,29467.815
1801075,2021,31320.321
1801075,2021,31320.321
836102,1998,4156.164
836102,1999,4685.987
836102,2000,4744.66
836102,2001,4831.4
836102,2002,5143.8
836102,2003,5878.7
836102,2004,6841.8
836102,2005,6867.8
836102,2006,7413.1
836102,2007,5097.3
90811,1997,8536.015
90811,1998,8885.299
5907,1998,59550.0
5907,1999,169406.0
5907,2000,242223.0
5907,2001,165282.0
5907,2002,55272.0
5907,2003,47988.0
5907,2004,32804.0
318819,1998,4708.307
318819,1999,5952.206
318819,2000,6134.798
318819,2001,6607.099
1037868,1998,699.825
1037868,1999,768.15
1037868,2000,858.988
1037868,2001,1029.289
1037868,2002,1030.006
1037868,2003,1214.847
1037868,2004,1420.352
1037868,2005,1780.6
1037868,2006,2130.876
1037868,2007,2745.7
1037868,2008,3055.542
1037868,2009,3246.032
1037868,2010,3818.915
1037868,2011,4319.49
1037868,2012,5190.056
1037868,2013,5877.902
1037868,2014,6420.963
1037868,2015,6664.53
1037868,2016,7100.674
1037868,2017,7796.064
1037868,2018,8662.288
1037868,2019,9844.559
1037868,2020,10357.483
1037868,2021,11898.187
1037868,2022,12431.12
1037868,2023,15023.533
318154,1998,3672.2
318154,1999,4077.6
318154,2000,5399.6
318154,2001,6443.1
318154,2002,24456.3
318154,2003,26176.5
318154,2004,29221.0
318154,2005,29297.0
318154,2006,33788.0
318154,2007,34639.0
318154,2008,36443.0
318154,2009,39629.0
318154,2010,43486.0
318154,2011,48871.0
318154,2012,54298.0
318154,2013,66125.0
318154,2014,69009.0
318154,2015,71576.0
318154,2016,77626.0
318154,2017,79954.0
318154,2018,66416.0
318154,2019,59707.0
318154,2020,62948.0
318154,2021,61165.0
318154,2022,65121.0
318154,2023,97154.0
3133,1998,19901.679
3133,1998,19901.679
3133,1999,43406.554
3133,1999,43406.554
3133,2000,38935.978
3133,2000,38935.978
3133,2001,38600.414
3133,2001,38600.414
3133,2002,40571.272
3133,2002,40571.272
3133,2003,45615.516
3133,2003,45615.516
3133,2004,49548.371
3133,2004,49548.371
3133,2005,52607.11
3133,2005,52607.11
6281,1998,1861.73
6281,1999,2218.354
6281,2000,4411.337
6281,2001,4884.863
6281,2002,4980.191
6281,2003,4092.877
6281,2004,4720.083
6281,2005,4583.211
6281,2006,3986.851
6281,2007,2971.949
6281,2008,3090.992
6281,2009,3404.294
6281,2010,4328.831
6281,2011,5277.635
6281,2012,5620.347
6281,2013,6381.75
6281,2014,6859.69
6281,2015,7062.178
6281,2016,7970.278
6281,2017,21141.294
6281,2018,20449.779
6281,2019,21392.641
6281,2020,21468.603
6281,2021,52322.071
6281,2022,50302.35
6281,2023,48794.478
317093,1998,682.903
317093,1999,666.09
317093,2000,817.197
317093,2001,857.732
317093,2002,1123.666
317093,2003,2073.233
317093,2004,2240.945
317093,2005,2311.027
317093,2006,2408.921
317093,2007,2350.533
1163739,1998,1450.242
1163739,1999,2398.003
1163739,2000,3136.868
1163739,2001,4151.915
1163739,2002,5063.872
1163739,2003,5602.692
1163739,2004,5862.609
1163739,2005,7230.407
1163739,2006,9142.303
1163739,2007,10103.382
1163739,2008,10467.982
1163739,2009,10644.69
1163739,2010,11646.569
1163739,2011,12912.14
1163739,2012,12656.022
1163739,2013,12159.811
1163739,2014,11879.942
1163739,2015,9537.84
1163739,2016,8187.015
1163739,2017,8401.984
1163739,2018,7853.944
1163739,2019,6760.658
1163739,2020,5503.428
1163739,2021,5525.364
1163739,2022,4729.854
1163739,2023,5277.965
310569,1998,12484.3
310569,1999,12640.4
310569,2000,13084.5
310569,2001,13862.0
310569,2002,14119.5
310569,2003,14689.5
310569,2004,16173.4
310569,2005,16555.0
310569,2006,16377.2
310569,2007,17155.0
1841666,1998,3996.062
1841666,1999,5502.543
1841666,2000,7481.95
1841666,2001,8933.656
1841666,2002,9459.851
1841666,2003,12416.126
1841666,2004,15502.48
1841666,2005,19271.796
1841666,2006,24308.175
1841666,2007,28634.651
1841666,2008,29186.485
1841666,2009,28185.743
1841666,2010,43425.0
1841666,2011,52051.0
1841666,2012,60737.0
1841666,2013,61637.0
1841666,2014,55952.0
1841666,2015,18842.0
1841666,2016,22519.0
1841666,2017,21922.0
1841666,2018,21582.0
1841666,2019,18107.0
1841666,2020,12746.0
1841666,2021,13303.0
1841666,2022,13147.0
1841666,2023,15244.0
320193,1998,4289.0
320193,1999,5161.0
320193,2000,6803.0
320193,2001,6021.0
320193,2002,6298.0
320193,2003,6815.0
320193,2004,8050.0
320193,2005,11551.0
320193,2006,17205.0
320193,2007,25347.0
320193,2008,39572.0
320193,2009,47501.0
320193,2010,75183.0
320193,2011,116371.0
320193,2012,176064.0
320193,2013,207000.0
320193,2014,231839.0
320193,2015,290479.0
320193,2016,321686.0
320193,2017,375319.0
320193,2018,365725.0
320193,2019,338516.0
320193,2020,323888.0
320193,2021,351002.0
320193,2022,352755.0
320193,2023,352583.0
6951,1998,4929.692
6951,1999,6706.504
6951,2000,10545.73
6951,2001,9828.51
6951,2002,10224.765
6951,2003,10311.622
6951,2004,12093.445
6951,2005,11269.157
6951,2006,9480.837
6951,2007,10654.075
6951,2008,11006.318
6951,2009,9574.243
6951,2010,10943.345
6951,2011,13861.0
6951,2012,12102.0
6951,2013,12043.0
6951,2014,13174.0
6951,2015,15308.0
6951,2016,14588.0
6951,2017,19419.0
6951,2018,17773.0
6951,2019,19024.0
6951,2020,22353.0
6951,2021,25825.0
6951,2022,26726.0
6951,2023,30729.0
7084,1998,13833.534
7084,1999,14029.881
7084,2000,14423.1
7084,2001,14339.931
7084,2002,15416.273
7084,2003,17182.879
7084,2004,19368.821
7084,2005,18598.105
7084,2006,21269.03
7084,2007,25118.0
7084,2008,37056.0
7084,2009,31585.0
7084,2010,31548.0
7084,2011,42193.0
7084,2012,41553.0
7084,2013,43752.0
7084,2014,44027.0
7084,2015,40157.0
7084,2016,39769.0
7084,2017,39963.0
7084,2018,40833.0
7084,2019,43997.0
7084,2020,49719.0
7084,2021,56136.0
7084,2022,59774.0
7084,2023,54631.0
7536,1998,3839.871
7536,1999,4483.255
7536,2000,7604.541
7536,2001,5358.984
7536,2002,4667.605
7536,2003,5332.988
7536,2004,5509.101
7536,2005,6044.917
7536,2006,6669.572
7536,2007,8059.86
7536,2008,7118.285
7536,2009,7762.366
7536,2010,9600.538
7536,2011,9829.079
7536,2012,10785.687
7536,2013,12060.883
7536,2014,12442.856
7536,2015,13021.93
7536,2016,14206.366
7536,2017,16462.809
7536,2018,17784.445
7536,2019,16400.796
7536,2020,17053.911
7536,2021,19535.54
7536,2022,21763.182
7536,2023,21726.168
1674862,1998,6082.0
1674862,1999,6424.0
1674862,2000,6771.0
1674862,2001,6945.0
1674862,2002,6725.0
1674862,2003,7006.0
1674862,2004,7502.0
1674862,2005,6815.0
1674862,2006,6590.0
1674862,2007,5686.0
1674862,2008,5771.0
1674862,2009,9447.0
1674862,2010,9531.0
1674862,2011,12966.0
1674862,2012,12524.0
1674862,2013,12088.0
1674862,2014,10951.0
1674862,2015,10064.0
1674862,2016,9697.0
1674862,2017,8618.0
1674862,2018,8252.0
1674862,2019,7251.0
1674862,2020,6877.0
1674862,2021,6612.0
1674862,2022,6213.0
1674862,2023,5939.0
1004155,1998,1981.8
1004155,1999,1969.3
1004155,2000,2019.9
1004155,2001,3368.1
1004155,2002,3742.0
1004155,2003,3977.8
1004155,2004,5640.0
1004155,2005,6251.0
1004155,2006,6147.0
1004155,2007,6268.0
1004155,2008,6710.0
1004155,2009,7074.0
1004155,2010,7518.0
1004155,2011,13913.0
1004155,2012,14141.0
1004155,2013,14550.0
1004155,2014,14909.0
1004155,2015,14754.0
1004155,2016,21853.0
1004155,2017,22987.0
1004155,2018,21448.0
1004155,2019,21687.0
1004155,2020,22630.0
1004155,2021,23560.0
1004155,2022,24621.0
1004155,2023,25083.0
775483,1998,25199.0
775483,1999,26272.0
8411,1998,281.737
8411,1999,293.604
8411,2000,313.251
8411,2001,353.878
8411,2002,444.53
8411,2003,522.674
8411,2004,498.936
8411,2005,495.694
8411,2006,593.829
8411,2007,717.724
8411,2008,1099.958
8411,2009,1509.402
8411,2010,1724.44
8411,2011,2375.391
8411,2012,2943.762
8411,2013,3657.266
8411,2014,4507.228
8411,2015,4809.011
8411,2016,4539.792
769397,1997,563.49
769397,1998,693.877
769397,1999,907.326
769397,2000,807.759
769397,2001,902.444
769397,2002,883.65
769397,2003,1017.16
769397,2004,1142.204
769397,2005,1360.8
769397,2006,1797.5
769397,2007,2208.9
769397,2008,2420.7
769397,2009,2447.2
769397,2010,2787.6
769397,2011,3227.8
769397,2012,4308.4
769397,2013,4595.0
769397,2014,4913.8
769397,2015,5515.3
769397,2016,4798.1
769397,2017,4113.6
769397,2018,4729.2
769397,2019,6179.3
769397,2020,7279.8
769397,2021,8606.8
769397,2022,9438.0
769397,2023,9912.0
8670,1998,5175.355
8670,1999,5824.82
8670,2000,16850.816
8670,2001,17889.09
8670,2002,18276.522
8670,2003,19833.671
8670,2004,21120.559
8670,2005,27615.4
8670,2006,27490.1
8670,2007,26648.9
8670,2008,23734.4
8670,2009,25351.7
8670,2010,26862.2
8670,2011,34238.3
8670,2012,30815.5
8670,2013,32268.1
8670,2014,32051.7
8670,2015,33110.5
8670,2016,43670.0
8670,2017,37180.0
8670,2018,37088.7
8670,2019,41887.7
8670,2020,39165.5
8670,2021,48772.5
8670,2022,63068.2
8670,2023,50971.0
8670,2024,54362.7
8818,1998,2142.6
8818,1999,2592.5
8818,2000,2699.1
8818,2001,2819.2
8818,2002,3652.4
8818,2003,4105.3
8818,2004,4399.3
8818,2005,4203.9
8818,2006,4293.6
8818,2007,6244.8
8818,2008,6035.7
8818,2009,5002.8
8818,2010,5099.4
8818,2011,4972.7
8818,2012,5105.3
8818,2013,4610.6
8818,2014,4360.2
8818,2015,4133.7
8818,2016,4396.4
8818,2017,5136.9
8818,2018,5177.5
8818,2019,5488.8
8818,2020,6083.9
8818,2021,7971.6
8818,2022,7950.5
8818,2023,8209.8
8858,1998,2733.697
8858,1999,2984.697
8858,2000,5244.355
8858,2001,5864.148
8858,2002,4681.954
8858,2003,4499.551
8858,2004,4863.651
8858,2005,5098.215
8858,2006,6215.693
8858,2007,7355.119
8858,2008,8200.13
8858,2009,6273.516
8858,2010,7782.382
8858,2011,9905.569
8858,2012,10167.866
8858,2013,10474.68
8858,2014,11255.517
8858,2015,10799.953
8858,2016,11239.805
8858,2017,9699.589
8858,2018,9596.845
8858,2019,8564.556
